word,tfidf_balneological,tfidf_herbal,tfidf_recipes,tfidf_stars
loldy,3.44704E-05,9.28532E-05,0,0
lteey,3.44704E-05,0,0,2.81837E-05
odaly,0,0,0.000551337,2.81837E-05
ltary,3.44704E-05,0,0,2.81837E-05
oithy,3.44704E-05,0,0,2.81837E-05
odeedy,0,9.28532E-05,0,2.81837E-05
lodar,0,0,0,0.000112735
ltain,3.44704E-05,0,0,2.81837E-05
lod,3.44704E-05,0,0,2.81837E-05
lkches,0,0,0,0.000112735
lldy,0,0,0,0.000112735
lsheol,3.44704E-05,0,0,2.81837E-05
oedy,3.44704E-05,0,0,2.81837E-05
oeedaiin,0,0,0,0.000112735
ofchey,3.44704E-05,0,0,2.81837E-05
ofy,3.44704E-05,9.28532E-05,0,0
ofal,3.44704E-05,0,0,2.81837E-05
oeeal,0,0,0,0.000112735
lkedal,0,0,0,0.000112735
lsheckhy,0.000137882,0,0,0
lkechey,0,0,0,0.000112735
lshdy,0.000137882,0,0,0
lkeal,0,0,0,0.000112735
lkaiir,0,0,0,0.000112735
lpchdy,3.44704E-05,0,0,2.81837E-05
lshety,0.000137882,0,0,0
lsaiin,0,0,0,0.000112735
oltal,0.000137882,0,0,0
okeo,0,0.000371413,0,0
okas,0,9.28532E-05,0,2.81837E-05
olkechy,3.44704E-05,0,0,2.81837E-05
ollchy,0.000137882,0,0,0
oltain,0.000137882,0,0,0
okchedam,0,0,0,0.000112735
oltaiin,0.000137882,0,0,0
olkedaiin,3.44704E-05,9.28532E-05,0,0
olfchey,3.44704E-05,0,0,2.81837E-05
olkeeor,0,0,0,0.000112735
oleeey,0,0,0,0.000112735
okeedain,0,0,0,0.000112735
oleeedy,3.44704E-05,0,0,2.81837E-05
oked,0,0.000371413,0,0
oldam,0,0.000371413,0,0
okchdal,0,9.28532E-05,0,2.81837E-05
oldaiin,0,9.28532E-05,0.000551337,0
olkeody,0,9.28532E-05,0.000551337,0
old,0,0.000371413,0,0
okalchedy,0,9.28532E-05,0,2.81837E-05
olcheo,0,0,0,0.000112735
okeeshy,0,0,0,0.000112735
olshed,0.000137882,0,0,0
olo,3.44704E-05,0,0,2.81837E-05
oloy,3.44704E-05,9.28532E-05,0,0
okeedar,0,0,0,0.000112735
olchdaiin,0,0.000371413,0,0
okeear,0,0,0,0.000112735
olchcthy,0.000137882,0,0,0
olsheor,3.44704E-05,9.28532E-05,0,0
olos,0,9.28532E-05,0,2.81837E-05
olkeear,0,0,0,0.000112735
olaiir,0,0.000371413,0,0
oltar,3.44704E-05,0,0.000551337,0
olom,0.000137882,0,0,0
okchaiin,0,0,0.000551337,2.81837E-05
okory,3.44704E-05,0,0,2.81837E-05
okarol,0,0,0,0.000112735
okom,0,9.28532E-05,0,2.81837E-05
okalor,3.44704E-05,0,0,2.81837E-05
oloky,0.000137882,0,0,0
okalchy,0.000137882,0,0,0
okiin,3.44704E-05,0,0,2.81837E-05
olkees,0,0,0,0.000112735
okalal,0,0,0,0.000112735
opched,0,0,0,0.000112735
opchsd,3.44704E-05,0,0,2.81837E-05
oporaiin,0,0,0,0.000112735
osal,3.44704E-05,0,0,2.81837E-05
otechy,0,0,0,0.000112735
osain,0,0,0.000551337,2.81837E-05
otairor,0,0,0,0.000112735
otchar,3.44704E-05,0,0,2.81837E-05
opol,3.44704E-05,0,0,2.81837E-05
oteeos,0,0,0,0.000112735
opcholor,0.000137882,0,0,0
orom,3.44704E-05,0,0,2.81837E-05
oteaiin,0,0,0,0.000112735
oteodaiin,0,9.28532E-05,0,2.81837E-05
otcheey,0,0,0,0.000112735
oroiiin,0.000137882,0,0,0
oteodar,0,9.28532E-05,0,2.81837E-05
oro,0.000137882,0,0,0
opoly,0.000137882,0,0,0
oteedar,3.44704E-05,0,0,2.81837E-05
oteedal,0,0,0,0.000112735
orchedy,3.44704E-05,0,0,2.81837E-05
opchor,3.44704E-05,0,0,2.81837E-05
orchcthy,3.44704E-05,0,0,2.81837E-05
opches,0,9.28532E-05,0,2.81837E-05
otes,3.44704E-05,0,0,2.81837E-05
otear,0,0,0,0.000112735
oteos,0,9.28532E-05,0,2.81837E-05
oteedain,0,0,0,0.000112735
otedain,0,0,0,0.000112735
oteeam,0,0,0,0.000112735
oqol,0.000137882,0,0,0
opalkaiin,3.44704E-05,0,0,2.81837E-05
oqokain,3.44704E-05,0,0,2.81837E-05
oor,0,9.28532E-05,0,2.81837E-05
otaral,0,0,0,0.000112735
oltydy,3.44704E-05,0,0,2.81837E-05
opshedy,3.44704E-05,0,0,2.81837E-05
olteody,3.44704E-05,0,0,2.81837E-05
pcheeody,0,9.28532E-05,0,2.81837E-05
pairar,0,0,0,0.000112735
pchdol,0,9.28532E-05,0,2.81837E-05
polchey,3.44704E-05,0,0,2.81837E-05
qeedar,3.44704E-05,0,0,2.81837E-05
qodaiiin,0,0,0,0.000112735
qckhedy,3.44704E-05,0,0,2.81837E-05
polched,3.44704E-05,0,0,2.81837E-05
qodair,0,0,0,0.000112735
polchdy,3.44704E-05,0,0,2.81837E-05
qochedy,0,0,0,0.000112735
polarar,3.44704E-05,0,0,2.81837E-05
pcheodar,3.44704E-05,0,0,2.81837E-05
polar,0,0,0,0.000112735
qcthey,3.44704E-05,0,0,2.81837E-05
qoair,0,0,0,0.000112735
qaiin,0,0,0,0.000112735
qoear,0,9.28532E-05,0,2.81837E-05
pchdam,0,0,0,0.000112735
qoeeody,0,0,0,0.000112735
qoekedy,3.44704E-05,9.28532E-05,0,0
pody,0,0.000371413,0,0
paiir,0,0,0,0.000112735
qodeey,3.44704E-05,0,0,2.81837E-05
qoeees,0,0,0,0.000112735
podair,0,9.28532E-05,0,2.81837E-05
qcthy,3.44704E-05,0,0,2.81837E-05
qkain,0,0,0,0.000112735
qcthhy,0,9.28532E-05,0,2.81837E-05
pochedy,0,9.28532E-05,0,2.81837E-05
pcheedy,3.44704E-05,0,0,2.81837E-05
poar,0,0,0,0.000112735
qckhy,3.44704E-05,0,0,2.81837E-05
pdar,3.44704E-05,0,0,2.81837E-05
pchedain,0,9.28532E-05,0,2.81837E-05
pdal,3.44704E-05,0,0,2.81837E-05
pshol,0.000137882,0,0,0
qekeey,0,0,0.000551337,2.81837E-05
psheoldy,0.000137882,0,0,0
qocphdy,3.44704E-05,0,0,2.81837E-05
qodal,3.44704E-05,0,0,2.81837E-05
pcholky,0,0,0,0.000112735
pshdar,0,9.28532E-05,0,2.81837E-05
qekaiin,3.44704E-05,9.28532E-05,0,0
pal,0,0,0,0.000112735
qoeeo,3.44704E-05,0,0,2.81837E-05
pair,0,9.28532E-05,0,2.81837E-05
qoeedaiin,0,0,0,0.000112735
poraiin,0,0,0,0.000112735
qeeedy,3.44704E-05,0,0,2.81837E-05
poly,0,0,0,0.000112735
pcheos,0,0,0,0.000112735
polor,0,0,0,0.000112735
qeedy,0.000137882,0,0,0
porain,3.44704E-05,0,0,2.81837E-05
otos,0,0,0,0.000112735
qotear,0,0,0,0.000112735
qoor,0,9.28532E-05,0,2.81837E-05
qoteesy,0.000137882,0,0,0
qotl,3.44704E-05,0,0,2.81837E-05
qolar,3.44704E-05,0,0,2.81837E-05
qolaiin,0.000137882,0,0,0
qotedor,3.44704E-05,0,0,2.81837E-05
qoteeey,0,0,0,0.000112735
qokcheedy,0,0,0,0.000112735
qokoiin,3.44704E-05,0,0,2.81837E-05
qotechy,0,0,0,0.000112735
qokedam,0,9.28532E-05,0,2.81837E-05
qotolcheo,0,9.28532E-05,0,2.81837E-05
qolshy,3.44704E-05,0,0,2.81837E-05
qolal,0.000137882,0,0,0
qoteeo,0,0,0,0.000112735
qokoldy,3.44704E-05,9.28532E-05,0,0
qokod,0,0,0,0.000112735
qotcho,0,0,0,0.000112735
qolchy,0.000137882,0,0,0
qokeeod,0,0,0.000551337,2.81837E-05
qopcheos,0,0,0,0.000112735
qos,0,0,0,0.000112735
qolsheedy,0.000137882,0,0,0
qokaram,0,0,0,0.000112735
qokeeos,0,0,0,0.000112735
qopcheedy,3.44704E-05,0,0,2.81837E-05
qolcheol,3.44704E-05,0,0,2.81837E-05
qotchedar,3.44704E-05,0,0,2.81837E-05
qolshey,0.000137882,0,0,0
qokalchdy,0,9.28532E-05,0,2.81837E-05
qolshedy,0.000137882,0,0,0
qotaiiin,0,0,0,0.000112735
qolcheedy,3.44704E-05,0,0,2.81837E-05
qokaim,0,9.28532E-05,0,2.81837E-05
qotchody,0,9.28532E-05,0,2.81837E-05
qotas,0.000137882,0,0,0
qokydy,0.000137882,0,0,0
qoteal,0,0,0,0.000112735
qokcho,0,9.28532E-05,0,2.81837E-05
qofcheol,3.44704E-05,0,0,2.81837E-05
qokeear,0,0,0,0.000112735
qotes,3.44704E-05,0,0,2.81837E-05
qolkaiin,0,0,0,0.000112735
rodam,0,0,0,0.000112735
shekaiin,0.000137882,0,0,0
shchy,0,0,0,0.000112735
shedam,3.44704E-05,0,0,2.81837E-05
roly,3.44704E-05,0,0,2.81837E-05
sheokaiin,3.44704E-05,0,0,2.81837E-05
rchy,0.000137882,0,0,0
shefchdy,3.44704E-05,9.28532E-05,0,0
shekam,3.44704E-05,9.28532E-05,0,0
qy,0.000137882,0,0,0
sheeodar,0,0,0,0.000112735
sheekeey,3.44704E-05,0,0,2.81837E-05
shcphhy,3.44704E-05,0,0,2.81837E-05
saral,0.000137882,0,0,0
shekedy,0.000137882,0,0,0
sheeor,3.44704E-05,0,0,2.81837E-05
shckhhy,0,0,0,0.000112735
sheckhal,0.000137882,0,0,0
sheedo,0,9.28532E-05,0,2.81837E-05
san,3.44704E-05,0,0,2.81837E-05
sheols,3.44704E-05,9.28532E-05,0,0
shechy,3.44704E-05,0,0,2.81837E-05
shdaiin,3.44704E-05,9.28532E-05,0,0
sheodal,0,9.28532E-05,0,2.81837E-05
sheeeky,0,9.28532E-05,0,2.81837E-05
salkeedy,3.44704E-05,0,0,2.81837E-05
rolchy,3.44704E-05,0,0,2.81837E-05
saldy,3.44704E-05,9.28532E-05,0,0
rody,0,0,0,0.000112735
salchedy,0.000137882,0,0,0
rodaiin,0,9.28532E-05,0,2.81837E-05
shekshey,0,9.28532E-05,0.000551337,0
rl,0,0,0,0.000112735
sheekar,0,9.28532E-05,0,2.81837E-05
rchr,0.000137882,0,0,0
sairol,0,0,0,0.000112735
rcheky,0.000137882,0,0,0
saino,0.000137882,0,0,0
sheokey,3.44704E-05,9.28532E-05,0,0
saim,3.44704E-05,9.28532E-05,0,0
raral,0,9.28532E-05,0,2.81837E-05
sheocthy,0,9.28532E-05,0.000551337,0
raly,3.44704E-05,0,0,2.81837E-05
sheek,0,0,0,0.000112735
sheeckhy,3.44704E-05,0,0,2.81837E-05
rshey,3.44704E-05,0,0,2.81837E-05
sches,3.44704E-05,9.28532E-05,0,0
shdair,3.44704E-05,0,0,2.81837E-05
qotsheod,0,9.28532E-05,0,2.81837E-05
sarar,3.44704E-05,0,0,2.81837E-05
sas,3.44704E-05,9.28532E-05,0,0
tedair,3.44704E-05,0,0,2.81837E-05
shs,3.44704E-05,9.28532E-05,0,0
shetey,3.44704E-05,9.28532E-05,0,0
tchol,3.44704E-05,0,0,2.81837E-05
shokchy,0,0,0,0.000112735
tchody,0,0,0.002205348,0
shkchedy,0,0,0,0.000112735
tcho,3.44704E-05,9.28532E-05,0,0
skaiin,0,0,0,0.000112735
tcheey,0.000137882,0,0,0
shosaiin,0,0,0,0.000112735
tchedar,3.44704E-05,0,0,2.81837E-05
shokal,3.44704E-05,0,0,2.81837E-05
tchdor,0,0,0.000551337,2.81837E-05
shodain,3.44704E-05,0,0,2.81837E-05
tchdaiin,0,9.28532E-05,0.000551337,0
shkair,0,9.28532E-05,0,2.81837E-05
tchal,0.000137882,0,0,0
soaiin,0,0,0,0.000112735
tarol,0,0,0,0.000112735
tedo,0,9.28532E-05,0,2.81837E-05
tarar,3.44704E-05,0,0,2.81837E-05
shotchy,0,9.28532E-05,0,2.81837E-05
taral,0.000137882,0,0,0
sholkeedy,0,0,0,0.000112735
taraiin,0,9.28532E-05,0,2.81837E-05
shokar,0,0,0,0.000112735
ssheey,0,0,0,0.000112735
shokaiin,3.44704E-05,0,0,2.81837E-05
soral,3.44704E-05,0,0,2.81837E-05
shoikhy,3.44704E-05,0,0,2.81837E-05
teedar,0,0,0,0.000112735
shocfhy,3.44704E-05,0,0,2.81837E-05
teedal,0,0,0.000551337,2.81837E-05
shkar,0,0,0,0.000112735
shepchy,0.000137882,0,0,0
shkaiin,0,0,0,0.000112735
solcheol,0.000137882,0,0,0
sodar,3.44704E-05,0,0,2.81837E-05
teed,0,0,0,0.000112735
ychdy,0,9.28532E-05,0,2.81837E-05
ykeos,0,0.000371413,0,0
yteeo,3.44704E-05,0,0,2.81837E-05
ytair,0.000137882,0,0,0
ychedal,0,0,0,0.000112735
ykaly,0,9.28532E-05,0.000551337,0
xar,0,9.28532E-05,0,2.81837E-05
yteol,3.44704E-05,0,0,2.81837E-05
ychees,3.44704E-05,0,0,2.81837E-05
toky,0,0,0.000551337,2.81837E-05
ykeody,0,0.000371413,0,0
ypair,0,9.28532E-05,0,2.81837E-05
yched,3.44704E-05,0,0,2.81837E-05
ykaiir,0,0.000371413,0,0
ykees,3.44704E-05,0,0,2.81837E-05
ylkaiin,0,0,0,0.000112735
ytshedy,0,9.28532E-05,0.000551337,0
yfchey,3.44704E-05,9.28532E-05,0,0
ykey,0,0.000371413,0,0
yl,0,9.28532E-05,0,2.81837E-05
ycheeody,3.44704E-05,0,0,2.81837E-05
ydain,3.44704E-05,9.28532E-05,0,0
ykeol,0,9.28532E-05,0,2.81837E-05
ykchy,3.44704E-05,9.28532E-05,0,0
ykeo,0,0.000371413,0,0
ychor,3.44704E-05,0,0,2.81837E-05
ychedaiin,0,0,0,0.000112735
ykchey,0,9.28532E-05,0,2.81837E-05
ycheain,0,0,0,0.000112735
tshod,0,0,0.000551337,2.81837E-05
yar,3.44704E-05,0,0,2.81837E-05
ytaly,3.44704E-05,9.28532E-05,0,0
tshdol,0,0,0.000551337,2.81837E-05
tshed,3.44704E-05,9.28532E-05,0,0
ytedar,3.44704E-05,0,0,2.81837E-05
ycheody,0,0,0,0.000112735
ycheod,0,0,0,0.000112735
ysheo,0,0,0,0.000112735
yksheol,3.44704E-05,0,0,2.81837E-05
tshedar,0,9.28532E-05,0,2.81837E-05
yches,0,9.28532E-05,0,2.81837E-05
ysheeody,0,0,0,0.000112735
ykor,0,0.000371413,0,0
totol,3.44704E-05,0,0,2.81837E-05
ykeedain,0,0,0,0.000112735
tolkain,3.44704E-05,9.28532E-05,0,0
ykeechy,3.44704E-05,9.28532E-05,0,0
tokar,0,0.000371413,0,0
tokain,0,0,0,0.000112735
aiiikhedy,0,0,0,5.63674E-05
alal,0,0,0,5.63674E-05
chedkel,0,0,0,5.63674E-05
chckhhhy,0,0.000185706,0,0
aiodam,6.89408E-05,0,0,0
checthal,0,0,0,5.63674E-05
aloees,6.89408E-05,0,0,0
chckheody,0,0.000185706,0,0
chedkaly,0,0,0,5.63674E-05
chckheed,6.89408E-05,0,0,0
akaiiky,0,0,0,5.63674E-05
chedo,0,0,0,5.63674E-05
aiiraly,0,0,0,5.63674E-05
chckheal,0,0,0,5.63674E-05
alolor,6.89408E-05,0,0,0
checphedy,6.89408E-05,0,0,0
allkeam,0,0,0,5.63674E-05
chedkain,0,0,0,5.63674E-05
chdalal,0,0,0,5.63674E-05
chckham,0,0.000185706,0,0
alchedar,0,0,0,5.63674E-05
chcty,0,0,0,5.63674E-05
akchy,0,0,0,5.63674E-05
checkho,6.89408E-05,0,0,0
airols,0,0,0,5.63674E-05
chckh,6.89408E-05,0,0,0
aiisod,0,0,0,5.63674E-05
chchy,0,0,0,5.63674E-05
chckhody,0,0,0,5.63674E-05
chchty,6.89408E-05,0,0,0
aeeodeey,0,0,0,5.63674E-05
chchky,6.89408E-05,0,0,0
chdyshdy,0,0.000185706,0,0
chcheky,0,0,0,5.63674E-05
chctey,0,0.000185706,0,0
chcheey,0,0,0,5.63674E-05
alkeey,0,0,0,5.63674E-05
chchdy,0,0,0,5.63674E-05
chedan,0,0,0,5.63674E-05
chedl,0,0,0,5.63674E-05
aldydy,0,0.000185706,0,0
chcfhor,0,0,0,5.63674E-05
chedair,0,0.000185706,0,0
chcfhol,0,0,0.001102674,0
chcphar,6.89408E-05,0,0,0
chcfhhy,0,0.000185706,0,0
alaiiin,0,0.000185706,0,0
chcfhey,0,0,0,5.63674E-05
akal,0,0,0,5.63674E-05
chcfheor,0,0.000185706,0,0
aisam,0,0,0,5.63674E-05
chcfhdy,6.89408E-05,0,0,0
chckhyfchy,0,0,0.001102674,0
chataiin,0,0,0,5.63674E-05
checthdy,0,0,0,5.63674E-05
chas,0,0.000185706,0,0
aiiry,0,0,0,5.63674E-05
chcthody,6.89408E-05,0,0,0
chckhol,0,0,0,5.63674E-05
charor,6.89408E-05,0,0,0
aiikam,0,0,0,5.63674E-05
chedey,0,0,0,5.63674E-05
aifhy,0,0,0,5.63674E-05
checkhedy,0,0,0,5.63674E-05
adchey,0,0,0,5.63674E-05
charaiin,0,0,0,5.63674E-05
aloldy,0,0.000185706,0,0
chctho,0,0.000185706,0,0
aloiiin,0,0,0,5.63674E-05
chap,0,0.000185706,0,0
alodar,0,0,0,5.63674E-05
chcthihy,6.89408E-05,0,0,0
chcta,0,0.000185706,0,0
chedalkedy,0,0,0,5.63674E-05
alkol,0,0,0,5.63674E-05
chaly,6.89408E-05,0,0,0
chedos,6.89408E-05,0,0,0
chals,0,0,0.001102674,0
chdos,0,0,0,5.63674E-05
chalr,0,0,0,5.63674E-05
alkair,0,0,0,5.63674E-05
chalor,0,0,0,5.63674E-05
alfo,0,0,0,5.63674E-05
chaloly,6.89408E-05,0,0,0
chcphhdy,0,0,0,5.63674E-05
chalkeey,0,0,0,5.63674E-05
alchl,0,0,0,5.63674E-05
chalkeeedy,0,0,0,5.63674E-05
alcheey,0,0,0,5.63674E-05
chalkeedy,0,0,0,5.63674E-05
chcphdar,6.89408E-05,0,0,0
chedacphy,0,0,0,5.63674E-05
alalor,0,0,0,5.63674E-05
chalkain,0,0,0,5.63674E-05
chdeey,0,0,0,5.63674E-05
chalg,0,0,0,5.63674E-05
aky,0,0,0,5.63674E-05
chalal,0,0,0,5.63674E-05
akarar,0,0,0.001102674,0
checkhd,0,0,0,5.63674E-05
akain,0,0,0,5.63674E-05
chakain,0,0,0,5.63674E-05
chdchy,0,0.000185706,0,0
chechy,0,0,0,5.63674E-05
airoy,0,0,0,5.63674E-05
chaim,0,0,0,5.63674E-05
chdchdy,6.89408E-05,0,0,0
chechol,6.89408E-05,0,0,0
aiphy,0,0,0,5.63674E-05
chaiiin,0,0,0,5.63674E-05
chckhyd,6.89408E-05,0,0,0
chady,0,0,0,5.63674E-05
chckhor,6.89408E-05,0,0,0
cheda,0,0,0,5.63674E-05
aiisaim,0,0,0,5.63674E-05
cfhyaiin,6.89408E-05,0,0,0
aiirody,0,0,0,5.63674E-05
cfhol,0,0.000185706,0,0
chdalor,0,0.000185706,0,0
cfheo,0,0,0,5.63674E-05
aiinal,0,0,0,5.63674E-05
cfhekchdy,0,0.000185706,0,0
aiildy,0,0,0,5.63674E-05
cfheey,6.89408E-05,0,0,0
chdaldy,0,0,0,5.63674E-05
cfhdy,0,0.000185706,0,0
aiicthy,0,0.000185706,0,0
cfhdorol,6.89408E-05,0,0,0
aicky,0,0.000185706,0,0
chcthed,0,0,0,5.63674E-05
ador,0,0.000185706,0,0
axor,0,0.000185706,0,0
alolshedy,0,0,0,5.63674E-05
chedky,0,0,0,5.63674E-05
alolfchy,0,0,0,5.63674E-05
ash,0,0,0,5.63674E-05
alold,0,0,0,5.63674E-05
acheody,6.89408E-05,0,0,0
aloiin,0,0,0,5.63674E-05
chechdaiin,0,0.000185706,0,0
alog,0,0,0,5.63674E-05
checfhy,6.89408E-05,0,0,0
chdypdaiin,0,0,0,5.63674E-05
arxor,0,0,0,5.63674E-05
alodam,0,0,0,5.63674E-05
arshey,0,0,0,5.63674E-05
aloal,0,0,0,5.63674E-05
arsheg,0,0,0,5.63674E-05
ally,0,0,0,5.63674E-05
arotey,6.89408E-05,0,0,0
chdykchedy,0,0,0,5.63674E-05
aroteey,0,0,0,5.63674E-05
chct,0,0.000185706,0,0
aroshy,0,0,0,5.63674E-05
alkeeol,0,0,0,5.63674E-05
arorsheey,0,0,0,5.63674E-05
alkeear,0,0,0,5.63674E-05
arorochees,0,0,0,5.63674E-05
alkchdy,0,0,0,5.63674E-05
cheary,0,0,0,5.63674E-05
alkan,0,0,0,5.63674E-05
arolky,0,0,0,5.63674E-05
alkal,0,0,0,5.63674E-05
arolkeey,0,0,0,5.63674E-05
chdolaiin,0,0.000185706,0,0
chearaiin,0,0,0,5.63674E-05
alfshed,0,0,0.001102674,0
aroiin,6.89408E-05,0,0,0
aleey,0,0,0,5.63674E-05
chedeey,0,0,0,5.63674E-05
chdody,0,0.000185706,0,0
arodly,0,0,0,5.63674E-05
aldalosam,0,0.000185706,0,0
chcthd,0,0,0,5.63674E-05
cheds,0,0,0,5.63674E-05
chcthar,0,0,0,5.63674E-05
alchky,0,0,0,5.63674E-05
aro,0,0,0,5.63674E-05
alches,0,0,0,5.63674E-05
chdairod,0,0,0,5.63674E-05
chdodaiin,0,0,0,5.63674E-05
ariin,0,0.000185706,0,0
alched,0,0,0,5.63674E-05
aree,0,0.000185706,0,0
alchd,0,0,0,5.63674E-05
arcsy,0,0,0.001102674,0
chdo,0,0,0,5.63674E-05
araram,6.89408E-05,0,0,0
alaldy,6.89408E-05,0,0,0
araral,0,0,0,5.63674E-05
alair,0,0,0,5.63674E-05
cheamar,0,0,0,5.63674E-05
chcpham,0,0,0,5.63674E-05
chedees,6.89408E-05,0,0,0
chddy,0,0,0,5.63674E-05
arals,0,0,0,5.63674E-05
akey,0,0,0,5.63674E-05
aralos,0,0.000185706,0,0
akchedy,0,0,0,5.63674E-05
arald,0,0,0,5.63674E-05
chcpaiin,0,0.000185706,0,0
aralary,0,0,0,5.63674E-05
akair,0,0,0,5.63674E-05
chedchy,6.89408E-05,0,0,0
akaiin,0,0,0,5.63674E-05
arakaiin,0,0.000185706,0,0
aiy,0,0,0,5.63674E-05
arair,0,0,0,5.63674E-05
aithchr,0,0,0,5.63674E-05
chcthal,0,0,0,5.63674E-05
airy,0,0,0,5.63674E-05
chealror,6.89408E-05,0,0,0
airorlchy,0,0,0,5.63674E-05
chealor,6.89408E-05,0,0,0
airol,0,0,0,5.63674E-05
apy,0,0,0,5.63674E-05
chckshy,0,0.000185706,0,0
aporair,0,0,0,5.63674E-05
chdarol,0,0,0,5.63674E-05
aol,6.89408E-05,0,0,0
aiphhey,0,0,0,5.63674E-05
chealol,0,0,0,5.63674E-05
aindar,6.89408E-05,0,0,0
adar,6.89408E-05,0,0,0
chedaly,6.89408E-05,0,0,0
acthedy,0,0.000185706,0,0
chedalos,0,0,0,5.63674E-05
amg,0,0.000185706,0,0
aikhdy,0,0,0,5.63674E-05
amd,0,0,0,5.63674E-05
aiisockhy,0,0,0,5.63674E-05
amchy,0,0,0,5.63674E-05
chckhom,0,0,0,5.63674E-05
amchd,0,0,0,5.63674E-05
aiirol,0,0,0,5.63674E-05
aman,0,0,0,5.63674E-05
aiirchar,0,0.000185706,0,0
amam,0,0.000185706,0,0
aiiral,0,0,0,5.63674E-05
chedchey,6.89408E-05,0,0,0
aiip,0,0,0,5.63674E-05
alys,0,0.000185706,0,0
aiinog,6.89408E-05,0,0,0
cheaikhy,0,0,0,5.63674E-05
chdalkair,0,0,0,5.63674E-05
alshy,6.89408E-05,0,0,0
aiily,0,0,0,5.63674E-05
chcthain,0,0,0,5.63674E-05
aiil,0,0,0,5.63674E-05
alshees,6.89408E-05,0,0,0
aiiinro,0,0,0,5.63674E-05
alshedy,0,0,0,5.63674E-05
aiiiky,0,0,0,5.63674E-05
alshdr,6.89408E-05,0,0,0
chckhoda,0,0,0,5.63674E-05
cheaiin,0,0,0,5.63674E-05
aiichy,0,0,0,5.63674E-05
alpchdy,0,0,0,5.63674E-05
aifhhy,0,0,0,5.63674E-05
alpchdar,0,0,0,5.63674E-05
ag,0,0,0,5.63674E-05
alosheey,6.89408E-05,0,0,0
ady,6.89408E-05,0,0,0
alory,6.89408E-05,0,0,0
adeeody,0,0.000185706,0,0
cheady,0,0.000185706,0,0
chectham,0,0,0,5.63674E-05
che,0,0,0,5.63674E-05
amom,0,0,0,5.63674E-05
chdalchdy,0,0.000185706,0,0
amod,6.89408E-05,0,0,0
aryly,6.89408E-05,0,0,0
chopo,0,0,0,5.63674E-05
chot,0,0,0,5.63674E-05
cheodaiiin,0,0,0,5.63674E-05
chocfhdy,0,0,0,5.63674E-05
cheepchdy,6.89408E-05,0,0,0
choar,0,0,0,5.63674E-05
chokody,0,0,0,5.63674E-05
choal,0,0.000185706,0,0
chotair,0,0,0,5.63674E-05
chpal,0,0,0,5.63674E-05
chefchdy,0,0.000185706,0,0
chopchey,0,0,0,5.63674E-05
chocthey,0,0,0,5.63674E-05
chopchedy,6.89408E-05,0,0,0
chedyl,6.89408E-05,0,0,0
chlr,6.89408E-05,0,0,0
cheodeey,0,0,0,5.63674E-05
chlor,0,0,0,5.63674E-05
cheockhdy,0,0,0,5.63674E-05
chllo,0,0,0,5.63674E-05
chekeody,0,0.000185706,0,0
chopchdy,0,0,0,5.63674E-05
chekaim,0,0,0,5.63674E-05
chldaiin,6.89408E-05,0,0,0
chpcheod,0,0,0,5.63674E-05
chlchpsheey,6.89408E-05,0,0,0
chorchor,0,0,0.001102674,0
chlchd,0,0,0,5.63674E-05
cheefy,0,0,0,5.63674E-05
chopar,0,0,0,5.63674E-05
cheeal,0,0,0,5.63674E-05
chlam,0,0,0,5.63674E-05
cheokar,0,0.000185706,0,0
chlal,0,0,0,5.63674E-05
chotchedy,0,0,0,5.63674E-05
chlaiiin,6.89408E-05,0,0,0
cheodalol,0,0,0,5.63674E-05
choolkeey,0,0.000185706,0,0
cheoctheey,0,0,0,5.63674E-05
chool,0,0,0,5.63674E-05
cheoain,0,0,0,5.63674E-05
chkshy,0,0,0,5.63674E-05
chekl,0,0.000185706,0,0
chkol,0,0,0,5.63674E-05
chekeeal,0,0,0,5.63674E-05
choody,0,0.000185706,0,0
chekam,6.89408E-05,0,0,0
choly,6.89408E-05,0,0,0
cheg,6.89408E-05,0,0,0
chkeeey,0,0.000185706,0,0
chefain,0,0.000185706,0,0
cholxy,0,0,0,5.63674E-05
cheeta,0,0,0,5.63674E-05
cholty,0,0.000185706,0,0
cheeorfor,0,0,0,5.63674E-05
chkchol,0,0,0,5.63674E-05
choraiin,0,0.000185706,0,0
chkchody,0,0.000185706,0,0
chocthedy,0,0,0,5.63674E-05
chkchod,0,0.000185706,0,0
cheeety,6.89408E-05,0,0,0
chkchedaram,0,0,0,5.63674E-05
chockhedy,0,0,0,5.63674E-05
chkas,0,0,0,5.63674E-05
chedytey,0,0,0,5.63674E-05
chkarol,6.89408E-05,0,0,0
cheokchy,0,0,0,5.63674E-05
choltar,0,0,0,5.63674E-05
cheokaly,0,0,0,5.63674E-05
choltal,6.89408E-05,0,0,0
cheok,0,0,0,5.63674E-05
chkaly,0,0,0,5.63674E-05
cheodl,0,0,0,5.63674E-05
chols,0,0,0,5.63674E-05
cheodchy,0,0,0,5.63674E-05
cholpchd,0,0.000185706,0,0
chpkcheos,0,0,0,5.63674E-05
choloro,0,0,0,5.63674E-05
choked,0,0,0,5.63674E-05
chkaidararal,0,0,0,5.63674E-05
cheocphy,0,0,0,5.63674E-05
chk,0,0,0.001102674,0
chokcod,6.89408E-05,0,0,0
chfchol,0,0,0,5.63674E-05
chokchey,0,0,0,5.63674E-05
