word_type,tfidf_divcom,tfidf_desphaera,tfidf_herbal,tfidf_nathist,plaintext,,,,,,,,
otais,0.00011547,0,0,0,up,,,,,,,,
orcho,0.00011547,0,0,0,gi,,,,,,,,
orches,0.00011547,0,0,0,gl,,,,,,,,
oped,0.00011547,0,0,0,ua,,,,,,,,
orcheody,0.00011547,0,0,0,gi,,,,,,,,
osheol,0.00011547,0,0,0,fa,,,,,,,,
osheeol,0.00011547,0,0,0,fu,,,,,,,,
otshdal,0.00011547,0,0,0,da,,,,,,,,
orcheeam,0.00011547,0,0,0,gg,,,,,,,,
orcheain,0.00011547,0,0,0,gn,,,,,,,,
opchiin,0.00011547,0,0,0,nq,,,,,,,,
opches,0.00011547,0,0,0,nl,,,,,,,,
orary,0.00011547,0,0,0,st,,,,,,,,
osees,0.00011547,0,0,0,nt,,,,,,,,
otchar,0.00011547,0,0,0,rs,,,,,,,,
otdaiiin,0.00011547,0,0,0,uf,,,,,,,,
otchair,0.00011547,0,0,0,ra,,,,,,,,
otshain,0.00011547,0,0,0,de,,,,,,,,
otchaim,0.00011547,0,0,0,ro,,,,,,,,
qoksho,0.00011547,0,0,0,pi,,,,,,,,
qofchm,0.00011547,0,0,0,ci,,,,,,,,
qolchdar,0.00011547,0,0,0,be,,,,,,,,
qokshaly,0.00011547,0,0,0,pa,,,,,,,,
qoedol,0.00011547,0,0,0,el,,,,,,,,
qoedar,0.00011547,0,0,0,ep,,,,,,,,
qofcheeol,0.00011547,0,0,0,cu,,,,,,,,
qoedam,0.00011547,0,0,0,eo,,,,,,,,
pedy,0.00011547,0,0,0,ue,,,,,,,,
qokshaim,0.00011547,0,0,0,po,,,,,,,,
qoks,0.00011547,0,0,0,tr,,,,,,,,
qeoly,0.00011547,0,0,0,mp,,,,,,,,
qedar,0.00011547,0,0,0,mp,,,,,,,,
psheedy,0.00011547,0,0,0,br,,,,,,,,
qodaly,0.00011547,0,0,0,el,,,,,,,,
qodair,0.00011547,0,0,0,eo,,,,,,,,
qokcheeol,0.00011547,0,0,0,lu,,,,,,,,
qolchdaiin,0.00011547,0,0,0,br,,,,,,,,
qokcheeeo,0.00011547,0,0,0,lv,,,,,,,,
qoksheor,0.00011547,0,0,0,pi,,,,,,,,
qokcheeedy,0.00011547,0,0,0,lo,,,,,,,,
qofchdar,0.00011547,0,0,0,ce,,,,,,,,
qokcheedaiin,0.00011547,0,0,0,ll,,,,,,,,
qocthear,0.00011547,0,0,0,he,,,,,,,,
qoeor,0.00011547,0,0,0,ei,,,,,,,,
qeeedy,0.00011547,0,0,0,mo,,,,,,,,
qockhor,0.00011547,0,0,0,vo,,,,,,,,
qockheeedy,0.00011547,0,0,0,vo,,,,,,,,
psheedain,0.00011547,0,0,0,bu,,,,,,,,
pshedy,0.00011547,0,0,0,be,,,,,,,,
qokchais,0.00011547,0,0,0,lp,,,,,,,,
qockhdal,0.00011547,0,0,0,va,,,,,,,,
qockhaly,0.00011547,0,0,0,va,,,,,,,,
qofcher,0.00011547,0,0,0,ch,,,,,,,,
qokchain,0.00011547,0,0,0,le,,,,,,,,
pod,0.00011547,0,0,0,ui,,,,,,,,
qolaim,0.00011547,0,0,0,do,,,,,,,,
qolaiin,0.00011547,0,0,0,da,,,,,,,,
peees,0.00011547,0,0,0,un,,,,,,,,
qochear,0.00011547,0,0,0,he,,,,,,,,
qofcheedam,0.00011547,0,0,0,ch,,,,,,,,
qoledam,0.00011547,0,0,0,do,,,,,,,,
pdair,0.00011547,0,0,0,uo,,,,,,,,
pchs,0.00011547,0,0,0,tr,,,,,,,,
qolcheos,0.00011547,0,0,0,bo,,,,,,,,
pchod,0.00011547,0,0,0,ti,,,,,,,,
qokeeor,0.00011547,0,0,0,tr,,,,,,,,
ql,0.00011547,0,0,0,mb,,,,,,,,
qokshear,0.00011547,0,0,0,pe,,,,,,,,
rshdam,0.00011547,0,0,0,fr,,,,,,,,
rdaly,0.00011547,0,0,0,ol,,,,,,,,
qoteeedy,0.00011547,0,0,0,io,,,,,,,,
rchdam,0.00011547,0,0,0,tr,,,,,,,,
qopcholy,0.00011547,0,0,0,rd,,,,,,,,
rcham,0.00011547,0,0,0,tt,,,,,,,,
rsdy,0.00011547,0,0,0,ov,,,,,,,,
qotedain,0.00011547,0,0,0,im,,,,,,,,
reeed,0.00011547,0,0,0,ob,,,,,,,,
qotody,0.00011547,0,0,0,im,,,,,,,,
qoteam,0.00011547,0,0,0,if,,,,,,,,
qotealy,0.00011547,0,0,0,iq,,,,,,,,
qopcha,0.00011547,0,0,0,rd,,,,,,,,
rsairy,0.00011547,0,0,0,of,,,,,,,,
qoo,0.00011547,0,0,0,ei,,,,,,,,
qotdair,0.00011547,0,0,0,io,,,,,,,,
qotos,0.00011547,0,0,0,is,,,,,,,,
reedaiin,0.00011547,0,0,0,ol,,,,,,,,
qotchod,0.00011547,0,0,0,hi,,,,,,,,
qotcheey,0.00011547,0,0,0,hu,,,,,,,,
qotched,0.00011547,0,0,0,ha,,,,,,,,
qotchear,0.00011547,0,0,0,he,,,,,,,,
qopal,0.00011547,0,0,0,rn,,,,,,,,
rer,0.00011547,0,0,0,oh,,,,,,,,
qooiin,0.00011547,0,0,0,en,,,,,,,,
raly,0.00011547,0,0,0,oa,,,,,,,,
reos,0.00011547,0,0,0,oo,,,,,,,,
rchs,0.00011547,0,0,0,tr,,,,,,,,
rsheam,0.00011547,0,0,0,ff,,,,,,,,
qolkaim,0.00011547,0,0,0,po,,,,,,,,
raim,0.00011547,0,0,0,oo,,,,,,,,
qopchr,0.00011547,0,0,0,rc,,,,,,,,
qosy,0.00011547,0,0,0,ev,,,,,,,,
qosd,0.00011547,0,0,0,ev,,,,,,,,
reody,0.00011547,0,0,0,oi,,,,,,,,
qotsy,0.00011547,0,0,0,iv,,,,,,,,
rcheeedy,0.00011547,0,0,0,to,,,,,,,,
qorear,0.00011547,0,0,0,pe,,,,,,,,
qordy,0.00011547,0,0,0,pi,,,,,,,,
rchear,0.00011547,0,0,0,te,,,,,,,,
qopan,0.00011547,0,0,0,rs,,,,,,,,
qopaiiin,0.00011547,0,0,0,rc,,,,,,,,
qopor,0.00011547,0,0,0,ro,,,,,,,,
rol,0.00011547,0,0,0,oe,,,,,,,,
qopok,0.00011547,0,0,0,rg,,,,,,,,
qopm,0.00011547,0,0,0,ri,,,,,,,,
qotsheol,0.00011547,0,0,0,fa,,,,,,,,
qolor,0.00011547,0,0,0,do,,,,,,,,
qotsheody,0.00011547,0,0,0,fi,,,,,,,,
qolkod,0.00011547,0,0,0,pi,,,,,,,,
qolkeor,0.00011547,0,0,0,pi,,,,,,,,
rshdaiiin,0.00011547,0,0,0,ff,,,,,,,,
qotsheeedy,0.00011547,0,0,0,fo,,,,,,,,
qolkeeedy,0.00011547,0,0,0,po,,,,,,,,
qopees,0.00011547,0,0,0,rt,,,,,,,,
qolked,0.00011547,0,0,0,pa,,,,,,,,
qopeeos,0.00011547,0,0,0,rd,,,,,,,,
qotsheedain,0.00011547,0,0,0,fu,,,,,,,,
qolkdair,0.00011547,0,0,0,po,,,,,,,,
qotshee,0.00011547,0,0,0,fu,,,,,,,,
qopee,0.00011547,0,0,0,ru,,,,,,,,
shols,0.00011547,0,0,0,aq,,,,,,,,
solcheear,0.00011547,0,0,0,gr,,,,,,,,
salas,0.00011547,0,0,0,ip,,,,,,,,
shals,0.00011547,0,0,0,aq,,,,,,,,
shckhdal,0.00011547,0,0,0,fa,,,,,,,,
soiinain,0.00011547,0,0,0,ve,,,,,,,,
sheeam,0.00011547,0,0,0,ag,,,,,,,,
salais,0.00011547,0,0,0,ip,,,,,,,,
shdo,0.00011547,0,0,0,af,,,,,,,,
sheor,0.00011547,0,0,0,ai,,,,,,,,
salor,0.00011547,0,0,0,io,,,,,,,,
soeeaiin,0.00011547,0,0,0,zz,,,,,,,,
seoly,0.00011547,0,0,0,mp,,,,,,,,
shdaiiin,0.00011547,0,0,0,af,,,,,,,,
shcthory,0.00011547,0,0,0,mb,,,,,,,,
shckheor,0.00011547,0,0,0,fi,,,,,,,,
sl,0.00011547,0,0,0,mb,,,,,,,,
sedam,0.00011547,0,0,0,mo,,,,,,,,
saledar,0.00011547,0,0,0,ip,,,,,,,,
saldal,0.00011547,0,0,0,ia,,,,,,,,
salals,0.00011547,0,0,0,iq,,,,,,,,
schy,0.00011547,0,0,0,lt,,,,,,,,
shctheos,0.00011547,0,0,0,mo,,,,,,,,
schody,0.00011547,0,0,0,lm,,,,,,,,
shctheol,0.00011547,0,0,0,ma,,,,,,,,
salsy,0.00011547,0,0,0,iv,,,,,,,,
schg,0.00011547,0,0,0,lg,,,,,,,,
solcheos,0.00011547,0,0,0,go,,,,,,,,
sheeeo,0.00011547,0,0,0,av,,,,,,,,
solcheols,0.00011547,0,0,0,gg,,,,,,,,
solcheody,0.00011547,0,0,0,gi,,,,,,,,
scheedar,0.00011547,0,0,0,lm,,,,,,,,
shckheo,0.00011547,0,0,0,fu,,,,,,,,
shctheeed,0.00011547,0,0,0,mb,,,,,,,,
saledol,0.00011547,0,0,0,il,,,,,,,,
schedaiin,0.00011547,0,0,0,lt,,,,,,,,
solaim,0.00011547,0,0,0,so,,,,,,,,
sche,0.00011547,0,0,0,lp,,,,,,,,
schdal,0.00011547,0,0,0,la,,,,,,,,
salaly,0.00011547,0,0,0,ia,,,,,,,,
shoiiin,0.00011547,0,0,0,aq,,,,,,,,
scham,0.00011547,0,0,0,lt,,,,,,,,
shcthedain,0.00011547,0,0,0,mm,,,,,,,,
solcheain,0.00011547,0,0,0,gn,,,,,,,,
schaiiin,0.00011547,0,0,0,lc,,,,,,,,
shedain,0.00011547,0,0,0,am,,,,,,,,
sairdar,0.00011547,0,0,0,de,,,,,,,,
sarey,0.00011547,0,0,0,ve,,,,,,,,
rsheos,0.00011547,0,0,0,fo,,,,,,,,
sheeody,0.00011547,0,0,0,ad,,,,,,,,
sareeedy,0.00011547,0,0,0,vo,,,,,,,,
saredam,0.00011547,0,0,0,vo,,,,,,,,
shcthe,0.00011547,0,0,0,mp,,,,,,,,
tsheedain,0.00011547,0,0,0,cu,,,,,,,,
solkeedy,0.00011547,0,0,0,or,,,,,,,,
tchedam,0.00011547,0,0,0,ro,,,,,,,,
solkg,0.00011547,0,0,0,og,,,,,,,,
tcheam,0.00011547,0,0,0,rf,,,,,,,,
tchealy,0.00011547,0,0,0,rq,,,,,,,,
tshols,0.00011547,0,0,0,cq,,,,,,,,
teod,0.00011547,0,0,0,rn,,,,,,,,
soldair,0.00011547,0,0,0,so,,,,,,,,
sood,0.00011547,0,0,0,zi,,,,,,,,
tas,0.00011547,0,0,0,rp,,,,,,,,
tdol,0.00011547,0,0,0,rd,,,,,,,,
tiin,0.00011547,0,0,0,rq,,,,,,,,
solkeain,0.00011547,0,0,0,on,,,,,,,,
solkary,0.00011547,0,0,0,ot,,,,,,,,
solkain,0.00011547,0,0,0,oe,,,,,,,,
tsheeol,0.00011547,0,0,0,cu,,,,,,,,
soleoly,0.00011547,0,0,0,sp,,,,,,,,
ychais,0.00011547,0,0,0,ip,,,,,,,,
tshair,0.00011547,0,0,0,ca,,,,,,,,
tdam,0.00011547,0,0,0,rr,,,,,,,,
tsheer,0.00011547,0,0,0,ch,,,,,,,,
sysaiin,0.00011547,0,0,0,gg,,,,,,,,
ychear,0.00011547,0,0,0,ie,,,,,,,,
ycheo,0.00011547,0,0,0,iu,,,,,,,,
syeo,0.00011547,0,0,0,gu,,,,,,,,
syeedaiin,0.00011547,0,0,0,gl,,,,,,,,
ychee,0.00011547,0,0,0,iu,,,,,,,,
sorary,0.00011547,0,0,0,tt,,,,,,,,
soldar,0.00011547,0,0,0,se,,,,,,,,
teoly,0.00011547,0,0,0,rp,,,,,,,,
soraim,0.00011547,0,0,0,to,,,,,,,,
sshoiin,0.00011547,0,0,0,gn,,,,,,,,
sshes,0.00011547,0,0,0,gl,,,,,,,,
toiiin,0.00011547,0,0,0,rq,,,,,,,,
ssheod,0.00011547,0,0,0,gn,,,,,,,,
solkoy,0.00011547,0,0,0,ob,,,,,,,,
ssheo,0.00011547,0,0,0,gu,,,,,,,,
ychdam,0.00011547,0,0,0,ir,,,,,,,,
sshedam,0.00011547,0,0,0,go,,,,,,,,
ssheain,0.00011547,0,0,0,gn,,,,,,,,
tedair,0.00011547,0,0,0,rl,,,,,,,,
solkeam,0.00011547,0,0,0,of,,,,,,,,
solkas,0.00011547,0,0,0,op,,,,,,,,
tedain,0.00011547,0,0,0,rm,,,,,,,,
tchs,0.00011547,0,0,0,rr,,,,,,,,
soleos,0.00011547,0,0,0,so,,,,,,,,
tchoiin,0.00011547,0,0,0,rn,,,,,,,,
solchoiin,0.00011547,0,0,0,gn,,,,,,,,
yeedal,0.00011547,0,0,0,ch,,,,,,,,
ykcheeey,0.00011547,0,0,0,lc,,,,,,,,
ykaiiin,0.00011547,0,0,0,ic,,,,,,,,
ypchees,0.00011547,0,0,0,lt,,,,,,,,
ypcheeo,0.00011547,0,0,0,ls,,,,,,,,
ypchsy,0.00011547,0,0,0,lv,,,,,,,,
ypcheedaiin,0.00011547,0,0,0,ll,,,,,,,,
yshod,0.00011547,0,0,0,ri,,,,,,,,
ykchedy,0.00011547,0,0,0,le,,,,,,,,
ypchedol,0.00011547,0,0,0,ll,,,,,,,,
ypchdor,0.00011547,0,0,0,lm,,,,,,,,
ydal,0.00011547,0,0,0,ca,,,,,,,,
ypcham,0.00011547,0,0,0,lt,,,,,,,,
ychey,0.00011547,0,0,0,ie,,,,,,,,
ypchaly,0.00011547,0,0,0,la,,,,,,,,
ytealy,0.00011547,0,0,0,aq,,,,,,,,
yteaiin,0.00011547,0,0,0,ah,,,,,,,,
ykche,0.00011547,0,0,0,lp,,,,,,,,
ytdy,0.00011547,0,0,0,ai,,,,,,,,
ytaiin,0.00011547,0,0,0,aa,,,,,,,,
ytey,0.00011547,0,0,0,ae,,,,,,,,
ysheos,0.00011547,0,0,0,ro,,,,,,,,
ypchy,0.00011547,0,0,0,lt,,,,,,,,
ytdair,0.00011547,0,0,0,ao,,,,,,,,
ykoiiin,0.00011547,0,0,0,iq,,,,,,,,
year,0.00011547,0,0,0,ce,,,,,,,,
ypchody,0.00011547,0,0,0,lm,,,,,,,,
ykesy,0.00011547,0,0,0,ic,,,,,,,,
ytoly,0.00011547,0,0,0,ad,,,,,,,,
ytchedam,0.00011547,0,0,0,so,,,,,,,,
yteeeo,0.00011547,0,0,0,av,,,,,,,,
ysholy,0.00011547,0,0,0,rd,,,,,,,,
ykchom,0.00011547,0,0,0,lt,,,,,,,,
yteeos,0.00011547,0,0,0,ad,,,,,,,,
ykeesy,0.00011547,0,0,0,il,,,,,,,,
ykcheeo,0.00011547,0,0,0,ls,,,,,,,,
ysheesy,0.00011547,0,0,0,rl,,,,,,,,
ytaim,0.00011547,0,0,0,ao,,,,,,,,
ykchedair,0.00011547,0,0,0,ll,,,,,,,,
ysham,0.00011547,0,0,0,rt,,,,,,,,
ykchair,0.00011547,0,0,0,la,,,,,,,,
yshais,0.00011547,0,0,0,rp,,,,,,,,
ykeedaiin,0.00011547,0,0,0,il,,,,,,,,
yey,0.00011547,0,0,0,ce,,,,,,,,
ytchod,0.00011547,0,0,0,si,,,,,,,,
yeeoy,0.00011547,0,0,0,ch,,,,,,,,
ysheeal,0.00011547,0,0,0,rm,,,,,,,,
yeedam,0.00011547,0,0,0,ch,,,,,,,,
ykeam,0.00011547,0,0,0,if,,,,,,,,
ychsdy,0.00011547,0,0,0,iv,,,,,,,,
ycholy,0.00011547,0,0,0,id,,,,,,,,
ykdaly,0.00011547,0,0,0,il,,,,,,,,
ykdair,0.00011547,0,0,0,io,,,,,,,,
ytcheos,0.00011547,0,0,0,so,,,,,,,,
ykchr,0.00011547,0,0,0,lc,,,,,,,,
ykchos,0.00011547,0,0,0,ls,,,,,,,,
ytchear,0.00011547,0,0,0,se,,,,,,,,
cthaiin,9.58487E-05,0,4.7906E-05,0.000143087,la,,,,,,,,
sheod,9.58487E-05,0,4.7906E-05,7.15435E-05,an,,,,,,,,
chedor,9.58487E-05,0,2.3953E-05,7.15435E-05,ev,,,,,,,,
lor,9.58487E-05,0,4.7906E-05,4.76956E-05,mo,,,,,,,,
chckhal,9.58487E-05,0,2.3953E-05,4.76956E-05,an,,,,,,,,
lses,9.58487E-05,0,2.3953E-05,4.76956E-05,al,,,,,,,,
yty,7.18865E-05,0,7.18589E-05,7.15435E-05,at,,,,,,,,
qokeeedy,7.18865E-05,0,9.58119E-05,4.76956E-05,z,,,,,,,,
aredy,7.18865E-05,0,4.7906E-05,4.76956E-05,te,,,,,,,,
kes,7.18865E-05,0,4.7906E-05,4.76956E-05,il,,,,,,,,
shr,7.18865E-05,0,4.7906E-05,4.76956E-05,ac,,,,,,,,
shcthdy,7.18865E-05,0,4.7906E-05,4.76956E-05,mi,,,,,,,,
sheain,7.18865E-05,0,7.18589E-05,2.38478E-05,an,,,,,,,,
otshdy,7.18865E-05,0,4.7906E-05,2.38478E-05,di,,,,,,,,
opchr,7.18865E-05,0,2.3953E-05,2.38478E-05,nc,,,,,,,,
to,7.18865E-05,0,2.3953E-05,2.38478E-05,ri,,,,,,,,
ychor,7.18865E-05,0,2.3953E-05,2.38478E-05,io,,,,,,,,
kee,5.77349E-05,0,0,0.000172378,iu,,,,,,,,
leos,5.77349E-05,0,0,0.000172378,mo,,,,,,,,
oro,5.77349E-05,0,0,0.000172378,si,,,,,,,,
qoeain,5.77349E-05,0,0,0.000172378,en,,,,,,,,
reeody,5.77349E-05,0,0,0.000172378,od,,,,,,,,
shaiir,5.77349E-05,0,0,0.000172378,ac,,,,,,,,
ytam,5.77349E-05,0,0,0.000172378,at,,,,,,,,
aiiino,5.77349E-05,0,0,0.000114919,mi,,,,,,,,
daleeedy,5.77349E-05,0,0,0.000114919,do,,,,,,,,
cthor,5.77349E-05,0,0,0.000114919,lo,,,,,,,,
lchedam,5.77349E-05,0,0,0.000114919,co,,,,,,,,
lchain,5.77349E-05,0,0,0.000114919,ce,,,,,,,,
kdair,5.77349E-05,0,0,0.000114919,io,,,,,,,,
koly,5.77349E-05,0,0,0.000114919,id,,,,,,,,
lsheeey,5.77349E-05,0,0,0.000114919,ec,,,,,,,,
lshaiin,5.77349E-05,0,0,0.000114919,ea,,,,,,,,
lkear,5.77349E-05,0,0,0.000114919,se,,,,,,,,
otam,5.77349E-05,0,0,0.000114919,ut,,,,,,,,
pdar,5.77349E-05,0,0,0.000114919,ue,,,,,,,,
qofcheeedy,5.77349E-05,0,0,0.000114919,co,,,,,,,,
qos,5.77349E-05,0,0,0.000114919,er,,,,,,,,
qoteeed,5.77349E-05,0,0,0.000114919,ib,,,,,,,,
qoped,5.77349E-05,0,0,0.000114919,ra,,,,,,,,
qotd,5.77349E-05,0,0,0.000114919,in,,,,,,,,
sedy,5.77349E-05,0,0,0.000114919,me,,,,,,,,
tsheeedy,5.77349E-05,0,0,0.000114919,co,,,,,,,,
soldal,5.77349E-05,0,0,0.000114919,sa,,,,,,,,
tsheol,5.77349E-05,0,0,0.000114919,ca,,,,,,,,
tshol,5.77349E-05,0,0,0.000114919,ce,,,,,,,,
teeol,5.77349E-05,0,0,0.000114919,ru,,,,,,,,
aleod,5.77349E-05,0,0,5.74594E-05,an,,,,,,,,
chcthees,5.77349E-05,0,0,5.74594E-05,st,,,,,,,,
aley,5.77349E-05,0,0,5.74594E-05,ae,,,,,,,,
ched,5.77349E-05,0,0,5.74594E-05,ea,,,,,,,,
chckhd,5.77349E-05,0,0,5.74594E-05,an,,,,,,,,
alam,5.77349E-05,0,0,5.74594E-05,at,,,,,,,,
chckhedair,5.77349E-05,0,0,5.74594E-05,al,,,,,,,,
alsaiin,5.77349E-05,0,0,5.74594E-05,ag,,,,,,,,
alos,5.77349E-05,0,0,5.74594E-05,as,,,,,,,,
dcheos,5.77349E-05,0,0,5.74594E-05,po,,,,,,,,
daror,5.77349E-05,0,0,5.74594E-05,do,,,,,,,,
daedy,5.77349E-05,0,0,5.74594E-05,ve,,,,,,,,
cthaim,5.77349E-05,0,0,5.74594E-05,lo,,,,,,,,
ctheedaiin,5.77349E-05,0,0,5.74594E-05,ll,,,,,,,,
chesy,5.77349E-05,0,0,5.74594E-05,ec,,,,,,,,
lchaim,5.77349E-05,0,0,5.74594E-05,co,,,,,,,,
kok,5.77349E-05,0,0,5.74594E-05,ig,,,,,,,,
fchedal,5.77349E-05,0,0,5.74594E-05,us,,,,,,,,
dsheeal,5.77349E-05,0,0,5.74594E-05,em,,,,,,,,
kshear,5.77349E-05,0,0,5.74594E-05,se,,,,,,,,
lcheedam,5.77349E-05,0,0,5.74594E-05,ch,,,,,,,,
dykeody,5.77349E-05,0,0,5.74594E-05,vi,,,,,,,,
dykaiin,5.77349E-05,0,0,5.74594E-05,va,,,,,,,,
dshoiin,5.77349E-05,0,0,5.74594E-05,en,,,,,,,,
dshey,5.77349E-05,0,0,5.74594E-05,ee,,,,,,,,
kshaiin,5.77349E-05,0,0,5.74594E-05,sa,,,,,,,,
dsheesy,5.77349E-05,0,0,5.74594E-05,el,,,,,,,,
lsheed,5.77349E-05,0,0,5.74594E-05,es,,,,,,,,
ltdaiin,5.77349E-05,0,0,5.74594E-05,or,,,,,,,,
lsiir,5.77349E-05,0,0,5.74594E-05,ag,,,,,,,,
lkaly,5.77349E-05,0,0,5.74594E-05,sa,,,,,,,,
lsr,5.77349E-05,0,0,5.74594E-05,ac,,,,,,,,
lyeam,5.77349E-05,0,0,5.74594E-05,ff,,,,,,,,
lkcheody,5.77349E-05,0,0,5.74594E-05,oi,,,,,,,,
lory,5.77349E-05,0,0,5.74594E-05,mb,,,,,,,,
lseedaiin,5.77349E-05,0,0,5.74594E-05,al,,,,,,,,
lsedar,5.77349E-05,0,0,5.74594E-05,ap,,,,,,,,
lkeeody,5.77349E-05,0,0,5.74594E-05,sd,,,,,,,,
oks,5.77349E-05,0,0,5.74594E-05,er,,,,,,,,
oeedy,5.77349E-05,0,0,5.74594E-05,dr,,,,,,,,
okeain,5.77349E-05,0,0,5.74594E-05,en,,,,,,,,
okdol,5.77349E-05,0,0,5.74594E-05,ed,,,,,,,,
okoly,5.77349E-05,0,0,5.74594E-05,ed,,,,,,,,
okshd,5.77349E-05,0,0,5.74594E-05,on,,,,,,,,
ochdal,5.77349E-05,0,0,5.74594E-05,ca,,,,,,,,
odyeedaiin,5.77349E-05,0,0,5.74594E-05,ol,,,,,,,,
odydol,5.77349E-05,0,0,5.74594E-05,od,,,,,,,,
ockheody,5.77349E-05,0,0,5.74594E-05,li,,,,,,,,
odeos,5.77349E-05,0,0,5.74594E-05,to,,,,,,,,
ofchdar,5.77349E-05,0,0,5.74594E-05,pe,,,,,,,,
olyeos,5.77349E-05,0,0,5.74594E-05,no,,,,,,,,
oltedam,5.77349E-05,0,0,5.74594E-05,co,,,,,,,,
olcheeey,5.77349E-05,0,0,5.74594E-05,ac,,,,,,,,
olsaiin,5.77349E-05,0,0,5.74594E-05,eg,,,,,,,,
olkeol,5.77349E-05,0,0,5.74594E-05,ua,,,,,,,,
olchod,5.77349E-05,0,0,5.74594E-05,ai,,,,,,,,
oleeos,5.77349E-05,0,0,5.74594E-05,ed,,,,,,,,
olcheeor,5.77349E-05,0,0,5.74594E-05,ar,,,,,,,,
olshedam,5.77349E-05,0,0,5.74594E-05,io,,,,,,,,
oledair,5.77349E-05,0,0,5.74594E-05,el,,,,,,,,
olsheain,5.77349E-05,0,0,5.74594E-05,in,,,,,,,,
olear,5.77349E-05,0,0,5.74594E-05,ee,,,,,,,,
olaiir,5.77349E-05,0,0,5.74594E-05,ec,,,,,,,,
oldo,5.77349E-05,0,0,5.74594E-05,ef,,,,,,,,
okshesy,5.77349E-05,0,0,5.74594E-05,oc,,,,,,,,
olor,5.77349E-05,0,0,5.74594E-05,eo,,,,,,,,
otchor,5.77349E-05,0,0,5.74594E-05,ro,,,,,,,,
pchedam,5.77349E-05,0,0,5.74594E-05,to,,,,,,,,
orcheedy,5.77349E-05,0,0,5.74594E-05,gr,,,,,,,,
opcheeo,5.77349E-05,0,0,5.74594E-05,ns,,,,,,,,
opeees,5.77349E-05,0,0,5.74594E-05,un,,,,,,,,
otear,5.77349E-05,0,0,5.74594E-05,ue,,,,,,,,
opcho,5.77349E-05,0,0,5.74594E-05,ni,,,,,,,,
qoeeedy,5.77349E-05,0,0,5.74594E-05,eo,,,,,,,,
pol,5.77349E-05,0,0,5.74594E-05,ue,,,,,,,,
qoeod,5.77349E-05,0,0,5.74594E-05,en,,,,,,,,
qokchdal,5.77349E-05,0,0,5.74594E-05,la,,,,,,,,
ped,5.77349E-05,0,0,5.74594E-05,ua,,,,,,,,
qockho,5.77349E-05,0,0,5.74594E-05,vi,,,,,,,,
qoksheos,5.77349E-05,0,0,5.74594E-05,po,,,,,,,,
qolair,5.77349E-05,0,0,5.74594E-05,da,,,,,,,,
pedol,5.77349E-05,0,0,5.74594E-05,ul,,,,,,,,
qokcheos,5.77349E-05,0,0,5.74594E-05,lo,,,,,,,,
qocthair,5.77349E-05,0,0,5.74594E-05,ha,,,,,,,,
qoesy,5.77349E-05,0,0,5.74594E-05,ec,,,,,,,,
qolkor,5.77349E-05,0,0,5.74594E-05,po,,,,,,,,
qopchaiir,5.77349E-05,0,0,5.74594E-05,rc,,,,,,,,
rcheal,5.77349E-05,0,0,5.74594E-05,tu,,,,,,,,
qom,5.77349E-05,0,0,5.74594E-05,ei,,,,,,,,
qopdal,5.77349E-05,0,0,5.74594E-05,ra,,,,,,,,
qopcheeedy,5.77349E-05,0,0,5.74594E-05,ro,,,,,,,,
qotes,5.77349E-05,0,0,5.74594E-05,il,,,,,,,,
qopcham,5.77349E-05,0,0,5.74594E-05,rt,,,,,,,,
rok,5.77349E-05,0,0,5.74594E-05,og,,,,,,,,
qopedam,5.77349E-05,0,0,5.74594E-05,ro,,,,,,,,
reeol,5.77349E-05,0,0,5.74594E-05,ou,,,,,,,,
saleees,5.77349E-05,0,0,5.74594E-05,in,,,,,,,,
shckheear,5.77349E-05,0,0,5.74594E-05,fr,,,,,,,,
sedar,5.77349E-05,0,0,5.74594E-05,mp,,,,,,,,
sedain,5.77349E-05,0,0,5.74594E-05,mm,,,,,,,,
rsy,5.77349E-05,0,0,5.74594E-05,ov,,,,,,,,
saleos,5.77349E-05,0,0,5.74594E-05,io,,,,,,,,
solar,5.77349E-05,0,0,5.74594E-05,ss,,,,,,,,
scheeol,5.77349E-05,0,0,5.74594E-05,lu,,,,,,,,
shcthm,5.77349E-05,0,0,5.74594E-05,mi,,,,,,,,
saldy,5.77349E-05,0,0,5.74594E-05,ii,,,,,,,,
schaly,5.77349E-05,0,0,5.74594E-05,la,,,,,,,,
shckhod,5.77349E-05,0,0,5.74594E-05,fi,,,,,,,,
saro,5.77349E-05,0,0,5.74594E-05,vi,,,,,,,,
sareol,5.77349E-05,0,0,5.74594E-05,va,,,,,,,,
solcheeor,5.77349E-05,0,0,5.74594E-05,gr,,,,,,,,
saredy,5.77349E-05,0,0,5.74594E-05,ve,,,,,,,,
sarair,5.77349E-05,0,0,5.74594E-05,va,,,,,,,,
tedam,5.77349E-05,0,0,5.74594E-05,ro,,,,,,,,
sorey,5.77349E-05,0,0,5.74594E-05,te,,,,,,,,
ychaim,5.77349E-05,0,0,5.74594E-05,io,,,,,,,,
td,5.77349E-05,0,0,5.74594E-05,rn,,,,,,,,
sshedol,5.77349E-05,0,0,5.74594E-05,gl,,,,,,,,
soreor,5.77349E-05,0,0,5.74594E-05,ti,,,,,,,,
tshedam,5.77349E-05,0,0,5.74594E-05,co,,,,,,,,
solkeeal,5.77349E-05,0,0,5.74594E-05,om,,,,,,,,
