word,tfidf_balneological2,tfidf_herbal2,tfidf_herbal5,tfidf_recipes3,tfidf_starsx,tfidf_stars3,PC1,PC2,cluster
dolkchy,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
dolkain,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
dalfchy,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
daraiin,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
keo,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
kshol,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
kalchdy,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
kaedy,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
fchodaiin,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
dytchdy,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
kchedaiin,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
epaiin,0.0,0.0,0.0,0.001425185,0.0,0.0,0.16586954003113344,2.7728910169996603,1
